0.00000	-0.00214
0.00002	-0.00192
0.00005	-0.00180
0.00007	-0.00180
0.00009	-0.00146
0.00011	-0.00159
0.00014	-0.00137
0.00016	-0.00116
0.00018	-0.00116
0.00020	-0.00110
0.00023	-0.00101
0.00025	-0.00128
0.00027	-0.00116
0.00029	-0.00128
0.00032	-0.00143
0.00034	-0.00131
0.00036	-0.00119
0.00039	-0.00085
0.00041	-0.00095
0.00043	-0.00092
0.00045	-0.00098
0.00048	-0.00095
0.00050	-0.00085
0.00052	-0.00076
0.00054	-0.00055
0.00057	-0.00031
0.00059	-0.00009
0.00061	-0.00003
0.00063	0.00024
0.00066	0.00076
0.00068	0.00092
0.00070	0.00034
0.00073	0.00018
0.00075	0.00067
0.00077	0.00018
0.00079	-0.00342
0.00082	-0.00708
0.00084	-0.00531
0.00086	0.00296
0.00088	0.01346
0.00091	0.02414
0.00093	0.02930
0.00095	0.03012
0.00098	0.03723
0.00100	0.06122
0.00102	0.07278
0.00104	0.01450
0.00107	-0.09973
0.00109	-0.16107
0.00111	-0.09930
0.00113	0.00488
0.00116	0.05740
0.00118	0.00766
0.00120	-0.06345
0.00122	-0.02133
0.00125	0.05865
0.00127	0.08270
0.00129	0.04498
0.00132	-0.03629
0.00134	-0.09940
0.00136	-0.13513
0.00138	-0.08472
0.00141	0.12305
0.00143	0.28879
0.00145	0.20905
0.00147	-0.02899
0.00150	-0.20816
0.00152	-0.26505
0.00154	-0.26929
0.00156	-0.20490
0.00159	-0.01624
0.00161	0.20895
0.00163	0.27963
0.00166	0.13049
0.00168	-0.11819
0.00170	-0.27921
0.00172	-0.28262
0.00175	-0.12076
0.00177	0.14890
0.00179	0.34528
0.00181	0.33530
0.00184	0.17682
0.00186	-0.00598
0.00188	-0.14481
0.00190	-0.20346
0.00193	-0.19806
0.00195	-0.14310
0.00197	-0.03427
0.00200	0.06046
0.00202	0.06363
0.00204	-0.04065
0.00206	-0.17181
0.00209	-0.22983
0.00211	-0.17145
0.00213	-0.06717
0.00215	-0.01440
0.00218	0.04163
0.00220	0.16586
0.00222	0.23950
0.00224	0.17560
0.00227	0.03967
0.00229	-0.10046
0.00231	-0.22510
0.00234	-0.25159
0.00236	-0.07532
0.00238	0.18585
0.00240	0.32727
0.00243	0.32449
0.00245	0.18228
0.00247	-0.07950
